,film_id,category_id,film_title,category,average_price,number_of_rental_day,total_days_revenue,last_rental_date,store_id,inventory_count,total_rentals,total_revenue,average_rental_duration_days
253,162,1,Clueless Bucket,Action,2.99,4,11.96,2006-02-15 10:07:09,2.0,4,14,60.87,5.08
254,162,1,Clueless Bucket,Action,2.99,4,11.96,2006-02-15 10:07:09,1.0,3,11,44.9,4.33
255,163,13,Clyde Theory,New,0.99,4,3.96,2006-02-15 10:07:09,2.0,3,8,23.92,5.45
256,164,6,Coast Rainbow,Documentary,0.99,4,3.96,2006-02-15 10:07:09,2.0,3,14,24.88,4.48
257,164,6,Coast Rainbow,Documentary,0.99,4,3.96,2006-02-15 10:07:09,1.0,2,7,12.94,4.3
258,165,14,Coldblooded Darling,Sci-Fi,4.99,7,34.93,2006-02-15 10:07:09,1.0,3,11,61.89,5.87
259,165,14,Coldblooded Darling,Sci-Fi,4.99,7,34.93,2006-02-15 10:07:09,2.0,2,5,27.95,5.35
260,166,4,Color Philadelphia,Classics,2.99,6,17.94,2006-02-15 10:07:09,1.0,4,15,55.86,5.53
261,166,4,Color Philadelphia,Classics,2.99,6,17.94,2006-02-15 10:07:09,2.0,2,9,31.92,5.34
262,167,16,Coma Head,Travel,4.99,6,29.94,2006-02-15 10:07:09,1.0,4,15,70.87,3.88
263,167,16,Coma Head,Travel,4.99,6,29.94,2006-02-15 10:07:09,2.0,3,11,51.9,5.29
264,168,3,Comancheros Enemy,Children,0.99,5,4.95,2006-02-15 10:07:09,1.0,2,6,9.94,3.09
265,169,16,Comforts Rush,Travel,2.99,3,8.97,2006-02-15 10:07:09,2.0,2,10,31.92,4.22
266,169,16,Comforts Rush,Travel,2.99,3,8.97,2006-02-15 10:07:09,1.0,2,7,37.93,4.98
267,170,9,Command Darling,Foreign,4.99,5,24.95,2006-02-15 10:07:09,2.0,4,11,74.89,6.26
268,170,9,Command Darling,Foreign,4.99,5,24.95,2006-02-15 10:07:09,1.0,2,5,32.95,6.39
270,172,7,Coneheads Smoochy,Drama,4.99,7,34.93,2006-02-15 10:07:09,1.0,4,15,78.86,5.62
271,172,7,Coneheads Smoochy,Drama,4.99,7,34.93,2006-02-15 10:07:09,2.0,3,10,52.9,5.31
272,173,7,Confessions Maguire,Drama,4.99,7,34.93,2006-02-15 10:07:09,1.0,3,6,33.94,5.54
273,173,7,Confessions Maguire,Drama,4.99,7,34.93,2006-02-15 10:07:09,2.0,2,8,36.93,4.69
274,174,12,Confidential Interview,Music,4.99,6,29.94,2006-02-15 10:07:09,2.0,4,15,66.89,5.88
275,174,12,Confidential Interview,Music,4.99,6,29.94,2006-02-15 10:07:09,1.0,4,14,69.87,4.32
276,175,8,Confused Candles,Family,2.99,3,8.97,2006-02-15 10:07:09,2.0,3,11,69.89,6.37
277,175,8,Confused Candles,Family,2.99,3,8.97,2006-02-15 10:07:09,1.0,2,6,29.95,4.9
278,176,15,Congeniality Quest,Sports,0.99,6,5.94,2006-02-15 10:07:09,2.0,4,15,24.88,5.64
279,176,15,Congeniality Quest,Sports,0.99,6,5.94,2006-02-15 10:07:09,1.0,2,7,6.93,3.9
280,177,14,Connecticut Tramp,Sci-Fi,4.99,4,19.96,2006-02-15 10:07:09,2.0,3,13,75.89,5.73
281,178,5,Connection Microcosmos,Comedy,0.99,6,5.94,2006-02-15 10:07:09,1.0,2,7,8.95,5.02
282,179,7,Conquerer Nuts,Drama,4.99,4,19.96,2006-02-15 10:07:09,1.0,4,16,84.87,4.31
283,180,4,Conspiracy Spirit,Classics,2.99,4,11.96,2006-02-15 10:07:09,2.0,2,5,16.95,4.01
284,181,16,Contact Anonymous,Travel,2.99,7,20.93,2006-02-15 10:07:09,2.0,4,16,50.85,4.98
285,181,16,Contact Anonymous,Travel,2.99,7,20.93,2006-02-15 10:07:09,1.0,3,10,27.91,5.14
286,182,5,Control Anthem,Comedy,4.99,7,34.93,2006-02-15 10:07:09,1.0,2,7,31.94,5.26
287,183,8,Conversation Downhill,Family,4.99,4,19.96,2006-02-15 10:07:09,1.0,3,9,60.91,5.28
288,183,8,Conversation Downhill,Family,4.99,4,19.96,2006-02-15 10:07:09,2.0,3,8,53.92,6.13
289,184,4,Core Suit,Classics,2.99,3,8.97,2006-02-15 10:07:09,2.0,3,12,53.9,5.1
290,184,4,Core Suit,Classics,2.99,3,8.97,2006-02-15 10:07:09,1.0,2,6,38.94,5.97
291,185,9,Cowboy Doom,Foreign,2.99,3,8.97,2006-02-15 10:07:09,1.0,2,7,28.93,3.37
292,186,7,Craft Outfield,Drama,0.99,6,5.94,2006-02-15 10:07:09,1.0,2,10,11.92,3.97
293,186,7,Craft Outfield,Drama,0.99,6,5.94,2006-02-15 10:07:09,2.0,2,6,6.94,4.41
294,187,15,Cranes Reservoir,Sports,2.99,5,14.95,2006-02-15 10:07:09,2.0,3,11,33.91,5.09
295,188,5,Crazy Home,Comedy,2.99,7,20.93,2006-02-15 10:07:09,1.0,3,9,26.91,4.39
296,189,10,Creatures Shakespeare,Games,0.99,3,2.97,2006-02-15 10:07:09,2.0,4,10,30.9,5.15
298,190,4,Creepers Kane,Classics,4.99,5,24.95,2006-02-15 10:07:09,2.0,4,14,77.87,4.21
299,191,3,Crooked Frogmen,Children,0.99,6,5.94,2006-02-15 10:07:09,2.0,3,13,23.88,5.83
300,191,3,Crooked Frogmen,Children,0.99,6,5.94,2006-02-15 10:07:09,1.0,3,10,14.91,4.41
302,193,2,Crossroads Casualties,Animation,2.99,5,14.95,2006-02-15 10:07:09,1.0,4,11,37.9,4.04
303,193,2,Crossroads Casualties,Animation,2.99,5,14.95,2006-02-15 10:07:09,2.0,4,10,36.9,4.58
304,194,1,Crow Grease,Action,0.99,6,5.94,2006-02-15 10:07:09,1.0,2,6,6.94,4.48
305,194,1,Crow Grease,Action,0.99,6,5.94,2006-02-15 10:07:09,2.0,2,6,7.95,4.99
307,196,4,Cruelty Unforgiven,Classics,0.99,7,6.93,2006-02-15 10:07:09,1.0,2,7,6.94,3.82
308,197,15,Crusade Honey,Sports,2.99,4,11.96,2006-02-15 10:07:09,1.0,2,8,44.93,6.51
310,199,6,Cupboard Sinners,Documentary,2.99,4,11.96,2006-02-15 10:07:09,1.0,4,12,58.89,5.63
311,199,6,Cupboard Sinners,Documentary,2.99,4,11.96,2006-02-15 10:07:09,2.0,4,11,44.89,4.58
312,200,10,Curtain Videotape,Games,0.99,7,6.93,2006-02-15 10:07:09,1.0,4,14,17.88,5.66
313,200,10,Curtain Videotape,Games,0.99,7,6.93,2006-02-15 10:07:09,2.0,4,13,16.89,5.36
314,201,9,Cyclone Family,Foreign,2.99,7,20.93,2006-02-15 10:07:09,1.0,4,15,43.87,5.28
315,202,5,Daddy Pittsburgh,Comedy,4.99,5,24.95,2006-02-15 10:07:09,1.0,3,13,63.89,5.11
316,203,14,Daisy Menagerie,Sci-Fi,4.99,5,24.95,2006-02-15 10:07:09,2.0,4,16,85.86,4.35
317,204,7,Dalmations Sweden,Drama,0.99,4,3.96,2006-02-15 10:07:09,1.0,4,13,36.88,5.52
318,204,7,Dalmations Sweden,Drama,0.99,4,3.96,2006-02-15 10:07:09,2.0,2,7,17.94,5.14
319,205,1,Dances None,Action,0.99,3,2.97,2006-02-15 10:07:09,1.0,4,14,28.87,4.16
320,206,6,Dancing Fever,Documentary,0.99,6,5.94,2006-02-15 10:07:09,2.0,4,15,23.87,5.86
321,206,6,Dancing Fever,Documentary,0.99,6,5.94,2006-02-15 10:07:09,1.0,4,12,25.89,6.73
322,207,9,Dangerous Uptown,Foreign,4.99,7,34.93,2006-02-15 10:07:09,1.0,4,12,66.88,6.15
323,208,2,Dares Pluto,Animation,2.99,7,20.93,2006-02-15 10:07:09,1.0,3,9,26.92,5.39
324,209,7,Darkness War,Drama,2.99,6,17.94,2006-02-15 10:07:09,1.0,4,13,45.88,5.74
325,210,1,Darko Dorado,Action,4.99,3,14.97,2006-02-15 10:07:09,2.0,3,11,72.9,5.27
326,211,10,Darling Breaking,Games,4.99,7,34.93,2006-02-15 10:07:09,1.0,2,9,44.92,5.27
327,212,1,Darn Forrester,Action,4.99,7,34.93,2006-02-15 10:07:09,1.0,3,12,57.89,5.84
328,212,1,Darn Forrester,Action,4.99,7,34.93,2006-02-15 10:07:09,2.0,2,6,29.94,5.69
329,213,8,Date Speed,Family,0.99,4,3.96,2006-02-15 10:07:09,1.0,4,13,41.88,5.84
330,214,3,Daughter Madigan,Children,4.99,3,14.97,2006-02-15 10:07:09,2.0,4,9,69.91,5.68
331,215,10,Dawn Pond,Games,4.99,4,19.96,2006-02-15 10:07:09,1.0,3,11,72.9,6.24
332,215,10,Dawn Pond,Games,4.99,4,19.96,2006-02-15 10:07:09,2.0,3,7,47.93,4.41
333,216,13,Day Unfaithful,New,4.99,3,14.97,2006-02-15 10:07:09,2.0,3,9,54.93,6.17
334,216,13,Day Unfaithful,New,4.99,3,14.97,2006-02-15 10:07:09,1.0,2,5,38.95,5.92
336,218,7,Deceiver Betrayed,Drama,0.99,7,6.93,2006-02-15 10:07:09,1.0,4,11,10.9,3.62
337,218,7,Deceiver Betrayed,Drama,0.99,7,6.93,2006-02-15 10:07:09,2.0,3,10,13.9,4.39
338,219,6,Deep Crusade,Documentary,4.99,6,29.94,2006-02-15 10:07:09,1.0,4,14,75.87,5.53
339,220,12,Deer Virginian,Music,2.99,7,20.93,2006-02-15 10:07:09,2.0,4,16,40.87,5.01
340,220,12,Deer Virginian,Music,2.99,7,20.93,2006-02-15 10:07:09,1.0,4,13,37.89,6.03
342,222,11,Desert Poseidon,Horror,4.99,4,19.96,2006-02-15 10:07:09,2.0,4,12,79.88,5.3
343,222,11,Desert Poseidon,Horror,4.99,4,19.96,2006-02-15 10:07:09,1.0,2,7,38.93,3.22
344,223,2,Desire Alien,Animation,2.99,7,20.93,2006-02-15 10:07:09,2.0,2,8,25.92,4.45
345,224,16,Desperate Trainspotting,Travel,4.99,7,34.93,2006-02-15 10:07:09,1.0,2,6,31.94,4.23
346,225,7,Destination Jerk,Drama,0.99,3,2.97,2006-02-15 10:07:09,1.0,3,8,31.92,5.81
347,226,13,Destiny Saturday,New,4.99,4,19.96,2006-02-15 10:07:09,2.0,3,9,59.91,5.47
349,227,10,Details Packer,Games,4.99,4,19.96,2006-02-15 10:07:09,1.0,3,11,67.9,5.3
350,227,10,Details Packer,Games,4.99,4,19.96,2006-02-15 10:07:09,2.0,2,8,60.92,5.97
351,228,4,Detective Vision,Classics,0.99,4,3.96,2006-02-15 10:07:09,2.0,4,19,37.84,5.07
352,228,4,Detective Vision,Classics,0.99,4,3.96,2006-02-15 10:07:09,1.0,3,8,24.92,5.61
353,229,1,Devil Desire,Action,4.99,6,29.94,2006-02-15 10:07:09,2.0,2,9,47.92,5.37
354,229,1,Devil Desire,Action,4.99,6,29.94,2006-02-15 10:07:09,1.0,2,6,30.94,4.3
355,230,7,Diary Panic,Drama,2.99,7,20.93,2006-02-15 10:07:09,1.0,2,9,24.92,4.58
356,231,8,Dinosaur Secretary,Family,2.99,7,20.93,2006-02-15 10:07:09,2.0,4,11,32.9,4.12
358,232,10,Dirty Ace,Games,2.99,7,20.93,2006-02-15 10:07:09,1.0,3,8,27.92,3.84
359,232,10,Dirty Ace,Games,2.99,7,20.93,2006-02-15 10:07:09,2.0,2,7,19.95,7.03
360,233,16,Disciple Mother,Travel,0.99,3,2.97,2006-02-15 10:07:09,1.0,4,14,33.87,4.32
362,234,14,Disturbing Scarface,Sci-Fi,2.99,6,17.94,2006-02-15 10:07:09,1.0,4,14,41.87,4.43
363,234,14,Disturbing Scarface,Sci-Fi,2.99,6,17.94,2006-02-15 10:07:09,2.0,3,12,35.9,4.62
364,235,14,Divide Monster,Sci-Fi,2.99,6,17.94,2006-02-15 10:07:09,2.0,4,13,37.88,4.68
365,235,14,Divide Monster,Sci-Fi,2.99,6,17.94,2006-02-15 10:07:09,1.0,2,8,23.92,4.56
366,236,10,Divine Resurrection,Games,2.99,4,11.96,2006-02-15 10:07:09,2.0,4,15,64.85,4.77
367,237,15,Divorce Shining,Sports,2.99,3,8.97,2006-02-15 10:07:09,1.0,2,7,21.95,4.26
368,238,3,Doctor Grail,Children,2.99,4,11.96,2006-02-15 10:07:09,1.0,2,7,23.95,5.19
369,239,2,Dogma Family,Animation,4.99,5,24.95,2006-02-15 10:07:09,1.0,4,16,89.86,5.28
370,239,2,Dogma Family,Animation,4.99,5,24.95,2006-02-15 10:07:09,2.0,4,14,78.86,4.15
371,240,14,Dolls Rage,Sci-Fi,2.99,7,20.93,2006-02-15 10:07:09,2.0,3,9,27.92,6.28
372,241,2,Donnie Alley,Animation,0.99,4,3.96,2006-02-15 10:07:09,1.0,4,14,34.87,4.83
373,242,5,Doom Dancing,Comedy,0.99,4,3.96,2006-02-15 10:07:09,2.0,3,11,34.9,6.19
374,242,5,Doom Dancing,Comedy,0.99,4,3.96,2006-02-15 10:07:09,1.0,2,10,23.93,6.42
375,243,2,Doors President,Animation,4.99,3,14.97,2006-02-15 10:07:09,2.0,4,12,72.88,4.17
376,243,2,Doors President,Animation,4.99,3,14.97,2006-02-15 10:07:09,1.0,2,7,45.94,4.75
377,244,12,Dorado Notting,Music,4.99,5,24.95,2006-02-15 10:07:09,1.0,4,15,78.87,5.82
378,244,12,Dorado Notting,Music,4.99,5,24.95,2006-02-15 10:07:09,2.0,3,12,61.91,6.46
379,245,2,Double Wrath,Animation,0.99,4,3.96,2006-02-15 10:07:09,2.0,4,13,25.88,4.77
380,245,2,Double Wrath,Animation,0.99,4,3.96,2006-02-15 10:07:09,1.0,3,12,30.91,5.94
381,246,9,Doubtfire Labyrinth,Foreign,4.99,5,24.95,2006-02-15 10:07:09,2.0,3,10,52.91,4.34
382,247,5,Downhill Enough,Comedy,0.99,3,2.97,2006-02-15 10:07:09,2.0,4,15,46.88,5.82
383,247,5,Downhill Enough,Comedy,0.99,3,2.97,2006-02-15 10:07:09,1.0,3,10,25.91,4.23
384,248,6,Dozen Lion,Documentary,4.99,6,29.94,2006-02-15 10:07:09,2.0,2,7,31.94,3.57
385,249,4,Dracula Crystal,Classics,0.99,7,6.93,2006-02-15 10:07:09,2.0,4,12,12.89,4.6
386,249,4,Dracula Crystal,Classics,0.99,7,6.93,2006-02-15 10:07:09,1.0,2,9,9.92,4.94
387,250,1,Dragon Squad,Action,0.99,4,3.96,2006-02-15 10:07:09,2.0,4,11,27.89,4.92
388,251,13,Dragonfly Strangers,New,4.99,6,29.94,2006-02-15 10:07:09,2.0,3,11,48.92,5.28
389,251,13,Dragonfly Strangers,New,4.99,6,29.94,2006-02-15 10:07:09,1.0,2,7,31.94,3.98
390,252,1,Dream Pickup,Action,2.99,6,17.94,2006-02-15 10:07:09,1.0,3,11,41.9,6.41
391,252,1,Dream Pickup,Action,2.99,6,17.94,2006-02-15 10:07:09,2.0,3,11,31.9,3.78
392,253,1,Drifter Commandments,Action,4.99,5,24.95,2006-02-15 10:07:09,1.0,4,15,83.86,4.71
393,253,1,Drifter Commandments,Action,4.99,5,24.95,2006-02-15 10:07:09,2.0,2,9,47.92,4.36
394,254,15,Driver Annie,Sports,2.99,4,11.96,2006-02-15 10:07:09,2.0,3,13,43.89,4.11
395,254,15,Driver Annie,Sports,2.99,4,11.96,2006-02-15 10:07:09,1.0,2,5,18.95,3.4
396,255,12,Driving Polish,Music,4.99,6,29.94,2006-02-15 10:07:09,1.0,4,13,69.88,4.91
397,255,12,Driving Polish,Music,4.99,6,29.94,2006-02-15 10:07:09,2.0,2,8,35.93,4.76
398,256,15,Drop Waterfront,Sports,4.99,6,29.94,2006-02-15 10:07:09,2.0,3,9,43.92,5.03
399,257,16,Drumline Cyclone,Travel,0.99,3,2.97,2006-02-15 10:07:09,2.0,3,11,36.9,5.25
400,258,11,Drums Dynamite,Horror,0.99,6,5.94,2006-02-15 10:07:09,2.0,4,13,24.87,5.87
401,259,2,Duck Racer,Animation,2.99,4,11.96,2006-02-15 10:07:09,1.0,2,6,20.95,4.21
402,260,15,Dude Blindness,Sports,4.99,3,14.97,2006-02-15 10:07:09,2.0,4,16,90.87,4.31
404,262,8,Dumbo Lust,Family,0.99,5,4.95,2006-02-15 10:07:09,2.0,2,6,13.94,4.9
405,263,15,Durham Panky,Sports,4.99,6,29.94,2006-02-15 10:07:09,1.0,4,13,67.88,4.47
406,263,15,Durham Panky,Sports,4.99,6,29.94,2006-02-15 10:07:09,2.0,3,13,64.88,4.82
407,264,10,Dwarfs Alter,Games,2.99,6,17.94,2006-02-15 10:07:09,2.0,2,9,28.92,5.03
408,265,5,Dying Maker,Comedy,4.99,5,24.95,2006-02-15 10:07:09,1.0,4,17,83.85,4.09
409,266,4,Dynamite Tarzan,Classics,0.99,4,3.96,2006-02-15 10:07:09,2.0,4,14,29.88,4.29
410,266,4,Dynamite Tarzan,Classics,0.99,4,3.96,2006-02-15 10:07:09,1.0,4,11,30.89,5.12
411,267,13,Eagles Panky,New,4.99,4,19.96,2006-02-15 10:07:09,1.0,4,17,98.86,5.07
412,267,13,Eagles Panky,New,4.99,4,19.96,2006-02-15 10:07:09,2.0,2,5,35.95,6.26
413,268,2,Early Home,Animation,4.99,6,29.94,2006-02-15 10:07:09,2.0,2,7,36.94,6.09
414,269,8,Earring Instinct,Family,0.99,3,2.97,2006-02-15 10:07:09,2.0,4,11,38.89,5.45
415,269,8,Earring Instinct,Family,0.99,3,2.97,2006-02-15 10:07:09,1.0,2,8,21.94,4.49
416,270,13,Earth Vision,New,0.99,7,6.93,2006-02-15 10:07:09,2.0,4,13,21.87,6.47
417,270,13,Earth Vision,New,0.99,7,6.93,2006-02-15 10:07:09,1.0,3,10,12.9,4.66
418,271,1,Easy Gladiator,Action,4.99,5,24.95,2006-02-15 10:07:09,1.0,3,14,80.88,6.47
419,271,1,Easy Gladiator,Action,4.99,5,24.95,2006-02-15 10:07:09,2.0,2,9,51.92,5.31
420,272,7,Edge Kissing,Drama,4.99,5,24.95,2006-02-15 10:07:09,1.0,4,15,79.87,4.94
421,273,8,Effect Gladiator,Family,0.99,6,5.94,2006-02-15 10:07:09,1.0,4,14,25.88,5.96
422,273,8,Effect Gladiator,Family,0.99,6,5.94,2006-02-15 10:07:09,2.0,3,11,14.91,5.45
423,274,6,Egg Igby,Documentary,2.99,4,11.96,2006-02-15 10:07:09,2.0,4,13,58.89,5.83
424,274,6,Egg Igby,Documentary,2.99,4,11.96,2006-02-15 10:07:09,1.0,3,8,39.92,5.91
425,275,11,Egypt Tenenbaums,Horror,0.99,3,2.97,2006-02-15 10:07:09,1.0,3,10,39.9,5.92
426,275,11,Egypt Tenenbaums,Horror,0.99,3,2.97,2006-02-15 10:07:09,2.0,2,7,26.94,6.29
427,276,5,Element Freddy,Comedy,4.99,6,29.94,2006-02-15 10:07:09,1.0,4,10,56.9,5.38
428,277,11,Elephant Trojan,Horror,4.99,4,19.96,2006-02-15 10:07:09,1.0,3,14,64.9,4.62
429,278,12,Elf Murder,Music,4.99,4,19.96,2006-02-15 10:07:09,1.0,2,7,34.94,3.52
430,279,15,Elizabeth Shane,Sports,4.99,7,34.93,2006-02-15 10:07:09,1.0,2,10,36.93,4.74
431,280,3,Empire Malkovich,Children,0.99,7,6.93,2006-02-15 10:07:09,1.0,4,11,15.89,6.31
432,280,3,Empire Malkovich,Children,0.99,7,6.93,2006-02-15 10:07:09,2.0,2,10,10.92,5.41
433,281,10,Encino Elf,Games,0.99,6,5.94,2006-02-15 10:07:09,2.0,4,13,16.87,4.3
434,281,10,Encino Elf,Games,0.99,6,5.94,2006-02-15 10:07:09,1.0,2,6,10.94,5.37
435,282,7,Encounters Curtain,Drama,0.99,5,4.95,2006-02-15 10:07:09,1.0,3,10,19.91,5.23
436,282,7,Encounters Curtain,Drama,0.99,5,4.95,2006-02-15 10:07:09,2.0,3,9,18.91,4.39
437,283,13,Ending Crowds,New,0.99,6,5.94,2006-02-15 10:07:09,1.0,3,11,17.9,4.63
438,284,12,Enemy Odds,Music,4.99,5,24.95,2006-02-15 10:07:09,2.0,4,16,88.86,4.89
439,284,12,Enemy Odds,Music,4.99,5,24.95,2006-02-15 10:07:09,1.0,3,13,70.89,4.94
440,285,14,English Bulworth,Sci-Fi,0.99,3,2.97,2006-02-15 10:07:09,2.0,4,18,54.84,4.79
441,285,14,English Bulworth,Sci-Fi,0.99,3,2.97,2006-02-15 10:07:09,1.0,3,12,44.9,5.63
442,286,16,Enough Raging,Travel,2.99,7,20.93,2006-02-15 10:07:09,2.0,3,11,32.9,5.57
443,286,16,Enough Raging,Travel,2.99,7,20.93,2006-02-15 10:07:09,1.0,2,7,18.94,5.59
444,287,1,Entrapment Satisfaction,Action,0.99,5,4.95,2006-02-15 10:07:09,2.0,2,8,17.93,5.17
446,288,16,Escape Metropolis,Travel,2.99,7,20.93,2006-02-15 10:07:09,2.0,4,17,47.85,4.18
447,288,16,Escape Metropolis,Travel,2.99,7,20.93,2006-02-15 10:07:09,1.0,2,8,26.92,5.66
448,289,13,Eve Resurrection,New,4.99,5,24.95,2006-02-15 10:07:09,1.0,2,7,40.93,5.17
449,290,9,Everyone Craft,Foreign,0.99,4,3.96,2006-02-15 10:07:09,1.0,3,13,22.89,3.58
450,291,15,Evolution Alter,Sports,0.99,5,4.95,2006-02-15 10:07:09,1.0,4,12,26.88,5.21
451,292,1,Excitement Eve,Action,0.99,3,2.97,2006-02-15 10:07:09,2.0,3,11,23.89,3.51
452,292,1,Excitement Eve,Action,0.99,3,2.97,2006-02-15 10:07:09,1.0,3,10,37.91,6.17
453,293,15,Exorcist Sting,Sports,2.99,6,17.94,2006-02-15 10:07:09,2.0,3,6,21.94,5.23
454,293,15,Exorcist Sting,Sports,2.99,6,17.94,2006-02-15 10:07:09,1.0,2,7,27.94,5.24
455,294,16,Expecations Natural,Travel,4.99,5,24.95,2006-02-15 10:07:09,2.0,3,10,50.91,5.25
456,294,16,Expecations Natural,Travel,4.99,5,24.95,2006-02-15 10:07:09,1.0,2,8,50.92,5.34
457,295,6,Expendable Stallion,Documentary,0.99,3,2.97,2006-02-15 10:07:09,1.0,4,16,47.86,4.69
458,295,6,Expendable Stallion,Documentary,0.99,3,2.97,2006-02-15 10:07:09,2.0,4,12,46.88,5.76
459,296,14,Express Lonely,Sci-Fi,2.99,5,14.95,2006-02-15 10:07:09,1.0,4,13,42.88,4.2
460,297,4,Extraordinary Conquerer,Classics,2.99,6,17.94,2006-02-15 10:07:09,2.0,2,6,22.94,5.2
461,298,14,Eyes Driving,Sci-Fi,2.99,4,11.96,2006-02-15 10:07:09,2.0,3,11,39.9,4.23
462,298,14,Eyes Driving,Sci-Fi,2.99,4,11.96,2006-02-15 10:07:09,1.0,2,8,28.94,6.0
463,299,16,Factory Dragon,Travel,0.99,4,3.96,2006-02-15 10:07:09,1.0,4,17,30.85,3.68
464,300,2,Falcon Volume,Animation,4.99,5,24.95,2006-02-15 10:07:09,2.0,4,13,65.89,5.02
465,300,2,Falcon Volume,Animation,4.99,5,24.95,2006-02-15 10:07:09,1.0,2,9,40.92,4.28
466,301,11,Family Sweet,Horror,0.99,4,3.96,2006-02-15 10:07:09,1.0,4,15,28.87,4.71
467,301,11,Family Sweet,Horror,0.99,4,3.96,2006-02-15 10:07:09,2.0,4,14,31.86,4.62
468,302,10,Fantasia Park,Games,2.99,5,14.95,2006-02-15 10:07:09,2.0,4,11,45.89,5.26
469,302,10,Fantasia Park,Games,2.99,5,14.95,2006-02-15 10:07:09,1.0,2,8,27.92,4.41
470,303,1,Fantasy Troopers,Action,0.99,6,5.94,2006-02-15 10:07:09,1.0,4,16,22.86,5.5
471,303,1,Fantasy Troopers,Action,0.99,6,5.94,2006-02-15 10:07:09,2.0,2,10,12.93,4.8
472,304,3,Fargo Gandhi,Children,2.99,3,8.97,2006-02-15 10:07:09,1.0,4,15,48.87,3.47
473,304,3,Fargo Gandhi,Children,2.99,3,8.97,2006-02-15 10:07:09,2.0,2,9,45.92,5.33
474,305,13,Fatal Haunted,New,2.99,6,17.94,2006-02-15 10:07:09,1.0,4,16,48.87,5.14
475,305,13,Fatal Haunted,New,2.99,6,17.94,2006-02-15 10:07:09,2.0,3,12,43.9,5.5
476,306,10,Feathers Metal,Games,0.99,3,2.97,2006-02-15 10:07:09,1.0,3,11,31.91,5.71
477,307,16,Fellowship Autumn,Travel,4.99,6,29.94,2006-02-15 10:07:09,2.0,3,13,71.88,6.36
478,307,16,Fellowship Autumn,Travel,4.99,6,29.94,2006-02-15 10:07:09,1.0,3,13,65.88,4.69
479,308,5,Ferris Mother,Comedy,2.99,3,8.97,2006-02-15 10:07:09,2.0,2,9,32.92,3.54
480,308,5,Ferris Mother,Comedy,2.99,3,8.97,2006-02-15 10:07:09,1.0,2,8,37.93,4.82
481,309,8,Feud Frogmen,Family,0.99,6,5.94,2006-02-15 10:07:09,2.0,4,17,18.87,4.42
482,309,8,Feud Frogmen,Family,0.99,6,5.94,2006-02-15 10:07:09,1.0,2,8,12.93,4.95
483,310,10,Fever Empire,Games,4.99,5,24.95,2006-02-15 10:07:09,1.0,2,5,33.95,5.76
484,311,9,Fiction Christmas,Foreign,0.99,4,3.96,2006-02-15 10:07:09,2.0,4,12,38.88,5.96
485,311,9,Fiction Christmas,Foreign,0.99,4,3.96,2006-02-15 10:07:09,1.0,3,7,19.93,5.38
486,312,14,Fiddler Lost,Sci-Fi,4.99,4,19.96,2006-02-15 10:07:09,2.0,3,10,64.9,4.8
487,313,11,Fidelity Devil,Horror,4.99,5,24.95,2006-02-15 10:07:09,1.0,4,14,75.89,5.61
488,313,11,Fidelity Devil,Horror,4.99,5,24.95,2006-02-15 10:07:09,2.0,2,7,41.93,4.8
489,314,2,Fight Jawbreaker,Animation,0.99,3,2.97,2006-02-15 10:07:09,2.0,4,13,31.88,3.93
490,314,2,Fight Jawbreaker,Animation,0.99,3,2.97,2006-02-15 10:07:09,1.0,2,9,21.92,5.1
491,315,8,Finding Anaconda,Family,0.99,4,3.96,2006-02-15 10:07:09,2.0,3,12,26.9,5.05
492,316,10,Fire Wolves,Games,4.99,5,24.95,2006-02-15 10:07:09,2.0,2,7,39.93,5.14
493,317,5,Fireball Philadelphia,Comedy,0.99,4,3.96,2006-02-15 10:07:09,1.0,4,11,30.9,5.89
494,317,5,Fireball Philadelphia,Comedy,0.99,4,3.96,2006-02-15 10:07:09,2.0,3,10,26.91,5.19
496,319,14,Fish Opus,Sci-Fi,2.99,4,11.96,2006-02-15 10:07:09,2.0,4,14,50.87,4.42
497,319,14,Fish Opus,Sci-Fi,2.99,4,11.96,2006-02-15 10:07:09,1.0,3,11,43.91,5.55
498,320,13,Flamingos Connecticut,New,4.99,4,19.96,2006-02-15 10:07:09,2.0,4,15,87.86,4.31
499,320,13,Flamingos Connecticut,New,4.99,4,19.96,2006-02-15 10:07:09,1.0,3,8,46.92,4.48
500,321,13,Flash Wars,New,4.99,3,14.97,2006-02-15 10:07:09,1.0,4,13,87.88,5.07
501,322,15,Flatliners Killer,Sports,2.99,5,14.95,2006-02-15 10:07:09,1.0,4,15,52.87,5.49
502,322,15,Flatliners Killer,Sports,2.99,5,14.95,2006-02-15 10:07:09,2.0,2,7,21.94,4.68
504,324,5,Flintstones Happiness,Comedy,4.99,3,14.97,2006-02-15 10:07:09,1.0,3,11,81.89,5.11
505,324,5,Flintstones Happiness,Comedy,4.99,3,14.97,2006-02-15 10:07:09,2.0,2,6,52.94,6.65
507,326,2,Flying Hook,Animation,2.99,6,17.94,2006-02-15 10:07:09,2.0,4,15,56.86,5.9
508,326,2,Flying Hook,Animation,2.99,6,17.94,2006-02-15 10:07:09,1.0,2,5,20.95,6.18
510,327,1,Fool Mockingbird,Action,4.99,3,14.97,2006-02-15 10:07:09,2.0,2,8,57.93,5.92
