"store_id","film_id","category_id","film_title","category","inventory_count","total_rentals","total_revenue","last_rental_date","average_rental_duration_days"
2,625,14,"None Spiking","Sci-Fi",4,14,37.86,"2006-02-14 15:16:03",4.77
1,174,12,"Confidential Interview","Music",4,14,69.87,"2005-08-21 19:11:58",4.32
2,849,2,"Storm Happiness","Animation",4,14,23.88,"2005-08-20 10:48:47",5.01
2,403,7,"Harry Idaho","Drama",4,14,79.88,"2005-08-21 21:07:59",5.58
2,245,2,"Double Wrath","Animation",4,13,25.88,"2005-08-19 22:48:09",4.77
1,893,14,"Titans Jerk","Sci-Fi",4,13,94.87,"2005-08-22 12:21:43",5.61
2,892,2,"Titanic Boondock","Animation",4,13,84.88,"2006-02-14 15:16:03",4.67
2,948,13,"Voice Peach","New",4,13,17.89,"2005-08-21 00:28:48",4.40
1,882,7,"Tenenbaums Command","Drama",4,13,19.88,"2005-08-22 21:13:51",3.17
2,873,3,"Sweethearts Suspects","Children",4,13,48.87,"2005-08-23 05:24:55",5.63
1,112,9,"Calendar Gunfight","Foreign",4,13,86.88,"2005-08-23 00:49:24",5.17
1,321,13,"Flash Wars","New",4,13,87.88,"2005-08-23 15:21:35",5.07
2,115,1,"Campus Remember","Action",4,13,52.89,"2005-08-22 18:39:44",6.24
2,116,4,"Candidate Perdition","Classics",4,13,61.88,"2005-08-23 17:09:56",6.01
1,118,2,"Canyon Stock","Animation",4,13,21.87,"2006-02-14 15:16:03",5.54
1,867,8,"Super Wyoming","Family",4,13,78.88,"2005-08-20 17:58:00",6.05
1,35,11,"Arachnophobia Rollercoaster","Horror",4,13,59.88,"2005-08-22 21:47:53",5.76
1,863,14,"Sun Confessions","Sci-Fi",4,13,32.87,"2005-08-21 16:10:50",6.26
1,11,9,"Alamo Videotape","Foreign",4,13,15.88,"2005-08-22 04:04:31",4.30
2,34,11,"Arabia Dogma","Horror",4,13,21.88,"2005-08-20 07:47:05",4.63
1,139,8,"Chasing Fight","Family",4,13,73.88,"2005-08-23 07:25:34",6.42
1,845,9,"Stepmom Dream","Foreign",4,13,60.88,"2005-08-21 08:42:31",4.86
2,841,15,"Star Operation","Sports",4,13,51.88,"2005-08-22 02:13:48",5.39
2,456,2,"Inch Jet","Animation",4,13,70.87,"2005-08-23 09:53:30",4.89
2,835,10,"Spy Mile","Games",4,13,44.87,"2005-08-19 18:45:49",4.98
2,397,14,"Hanky October","Sci-Fi",4,13,55.88,"2005-08-23 18:23:30",5.81
2,833,3,"Splendor Patton","Children",4,13,24.87,"2005-08-21 16:27:25",4.77
2,828,4,"Spiking Element","Classics",4,13,38.88,"2005-08-22 13:03:52",4.56
1,153,14,"Citizen Shrek","Sci-Fi",4,13,21.87,"2005-08-23 09:09:18",5.12
1,986,2,"Wonka Sea","Animation",4,13,49.87,"2005-08-23 16:07:15",4.66
2,814,5,"Snatch Slipper","Comedy",4,13,64.88,"2005-08-23 15:34:46",5.40
1,434,16,"Horror Reign","Travel",4,13,39.88,"2005-08-21 15:59:27",5.16
1,804,11,"Sleeping Suspects","Horror",4,13,66.88,"2006-02-14 15:16:03",4.88
1,803,7,"Slacker Liaisons","Drama",4,13,66.88,"2005-08-23 13:18:46",5.08
2,597,10,"Moonwalker Fool","Games",4,13,75.89,"2006-02-14 15:16:03",6.13
2,328,3,"Forever Candidate","Children",4,13,40.88,"2005-08-23 19:35:42",4.65
2,786,3,"Shepherd Midsummer","Children",4,13,14.87,"2005-08-23 19:51:29",4.89
2,449,14,"Identity Lover","Sci-Fi",4,13,56.88,"2005-08-21 13:55:39",5.00
1,554,4,"Malkovich Pet","Classics",4,13,40.88,"2005-08-23 14:23:23",4.67
2,773,15,"Seabiscuit Punk","Sports",4,13,45.88,"2006-02-14 15:16:03",5.56
1,773,15,"Seabiscuit Punk","Sports",4,13,40.88,"2005-08-22 11:39:03",5.15
1,27,15,"Anonymous Human","Sports",4,13,17.87,"2005-08-20 00:18:15",4.85
1,772,7,"Sea Virgin","Drama",4,13,50.89,"2005-08-23 05:49:21",5.02
1,765,5,"Saturn Name","Comedy",4,13,70.87,"2005-08-23 18:36:44",5.37
2,200,10,"Curtain Videotape","Games",4,13,16.89,"2006-02-14 15:16:03",5.36
1,204,7,"Dalmations Sweden","Drama",4,13,36.88,"2005-08-21 23:09:32",5.52
1,764,15,"Saturday Lambs","Sports",4,13,93.87,"2005-08-23 14:43:46",4.85
1,209,7,"Darkness War","Drama",4,13,45.88,"2005-08-22 00:40:49",5.74
2,762,10,"Sassy Packer","Games",4,13,14.88,"2005-08-22 21:19:24",4.68
1,213,8,"Date Speed","Family",4,13,41.88,"2005-08-21 16:32:32",5.84
1,4,11,"Affair Prejudice","Horror",4,13,49.88,"2005-08-22 21:16:54",5.06
1,753,8,"Rush Goodfellas","Family",4,13,37.87,"2005-08-22 05:13:33",4.64
1,220,12,"Deer Virginian","Music",4,13,37.89,"2006-02-14 15:16:03",6.03
1,748,1,"Rugrats Shakespeare","Action",4,13,30.87,"2005-08-23 20:47:28",4.32
1,736,8,"Robbery Bright","Family",4,13,32.88,"2005-08-21 21:27:24",5.11
1,733,15,"River Outlaw","Sports",4,13,36.89,"2006-02-14 15:16:03",5.61
2,235,14,"Divide Monster","Sci-Fi",4,13,37.88,"2005-08-19 16:14:41",4.68
1,562,12,"Masked Bubble","Music",4,13,17.88,"2005-08-23 06:41:32",4.72
1,723,14,"Reign Gentlemen","Sci-Fi",4,13,70.88,"2005-08-23 13:43:26",5.88
2,711,14,"Raging Airplane","Sci-Fi",4,13,77.88,"2005-08-23 02:51:27",4.79
1,19,1,"Amadeus Holy","Action",4,13,22.88,"2005-08-21 17:51:06",5.43
1,255,12,"Driving Polish","Music",4,13,69.88,"2005-08-22 20:22:40",4.91
2,258,11,"Drums Dynamite","Horror",4,13,24.87,"2005-08-22 23:51:23",5.87
1,705,9,"Purple Movie","Foreign",4,13,52.88,"2005-08-23 18:44:21",4.00
2,356,3,"Giant Troopers","Children",4,13,45.88,"2005-08-22 16:57:02",4.32
2,702,11,"Pulp Beverly","Horror",4,13,65.88,"2005-08-21 22:54:02",6.35
1,263,15,"Durham Panky","Sports",4,13,67.88,"2005-08-20 18:52:43",4.47
1,698,6,"Princess Giant","Documentary",4,13,64.89,"2006-02-14 15:16:03",6.21
2,270,13,"Earth Vision","New",4,13,21.87,"2006-02-14 15:16:03",6.47
1,689,9,"Pollock Deliverance","Foreign",4,13,46.88,"2005-08-22 18:24:16",4.41
2,274,6,"Egg Igby","Documentary",4,13,58.89,"2005-08-22 05:51:59",5.83
2,616,6,"National Story","Documentary",4,13,53.89,"2005-08-23 11:16:29",5.08
2,281,10,"Encino Elf","Games",4,13,16.87,"2006-02-14 15:16:03",4.30
1,573,3,"Microcosmos Paradise","Children",4,13,43.88,"2005-08-23 22:14:31",5.48
2,593,11,"Monterey Labyrinth","Horror",4,13,19.89,"2005-08-22 07:16:45",4.01
1,661,9,"Past Suicides","Foreign",4,13,66.88,"2005-08-20 21:50:11",4.53
1,296,14,"Express Lonely","Sci-Fi",4,13,42.88,"2005-08-23 16:22:20",4.20
2,608,3,"Murder Antitrust","Children",4,13,45.87,"2005-08-23 20:47:12",4.69
2,300,2,"Falcon Volume","Animation",4,13,65.89,"2005-08-23 15:25:27",5.02
1,579,1,"Minds Truman","Action",4,13,89.88,"2005-08-22 14:27:46",4.96
2,314,2,"Fight Jawbreaker","Animation",4,13,31.88,"2005-08-21 05:07:12",3.93
2,936,12,"Vanishing Rocky","Music",4,13,59.88,"2006-02-14 15:16:03",5.02
1,929,9,"Usual Untouchables","Foreign",4,13,65.88,"2005-08-23 16:08:15",3.50
2,518,16,"Liaisons Sweet","Travel",4,13,77.87,"2005-08-22 13:04:32",4.78
2,922,11,"Undefeated Dalmations","Horror",4,13,61.89,"2005-08-23 12:10:54",4.83
1,993,3,"Wrong Behavior","Children",4,13,39.87,"2005-08-23 18:54:07",4.28
2,65,11,"Behavior Runaway","Horror",4,13,87.89,"2005-08-22 06:46:03",5.33
2,911,1,"Trip Newton","Action",4,13,61.88,"2005-08-23 11:37:32",4.31
2,71,8,"Bilko Anonymous","Family",4,13,94.88,"2005-08-23 14:55:47",5.41
1,72,6,"Bill Others","Documentary",4,13,43.87,"2005-08-23 19:50:06",4.58
2,430,2,"Hook Chariots","Animation",4,13,17.87,"2005-08-23 10:35:51",5.19
1,945,6,"Virginian Pluto","Documentary",4,13,21.88,"2006-02-14 15:16:03",4.13
2,78,2,"Blackout Private","Animation",4,13,34.89,"2005-08-23 01:39:10",3.03
1,949,10,"Volcano Texas","Games",4,12,15.89,"2006-02-14 15:16:03",4.03
1,919,10,"Tycoon Gathering","Games",4,12,103.88,"2005-08-23 06:18:43",6.51
2,249,4,"Dracula Crystal","Classics",4,12,12.89,"2005-08-21 20:33:00",4.60
1,291,15,"Evolution Alter","Sports",4,12,26.88,"2005-08-20 20:07:15",5.21
2,461,2,"Insects Stone","Animation",4,12,24.87,"2006-02-14 15:16:03",3.12
1,412,6,"Heavyweights Beast","Documentary",4,12,59.89,"2005-08-21 12:12:05",4.53
2,15,9,"Alien Center","Foreign",4,12,46.88,"2005-08-23 19:21:22",4.75
2,88,16,"Born Spinal","Travel",4,12,59.88,"2005-08-23 13:45:44",4.15
2,881,11,"Temple Attraction","Horror",4,12,57.90,"2005-08-23 06:09:44",4.54
2,43,8,"Atlantis Cause","Family",4,12,37.90,"2005-08-19 05:20:25",4.86
1,1,6,"Academy Dinosaur","Documentary",4,12,18.89,"2005-08-23 01:01:01",5.00
2,295,6,"Expendable Stallion","Documentary",4,12,46.88,"2005-08-23 12:47:37",5.76
2,39,14,"Armageddon Lost","Sci-Fi",4,12,23.89,"2006-02-14 15:16:03",4.99
1,657,5,"Paradise Sabrina","Comedy",4,12,55.88,"2005-08-22 02:13:51",5.69
1,132,14,"Chainsaw Uptown","Sci-Fi",4,12,15.89,"2005-08-19 15:18:55",4.00
2,69,14,"Beverly Outlaw","Sci-Fi",4,12,56.88,"2005-08-23 15:19:15",4.44
1,506,11,"Lady Stage","Horror",4,12,73.89,"2005-08-21 18:06:32",4.63
2,323,15,"Flight Lies","Sports",4,12,68.88,"2005-08-21 02:14:03",7.27
1,80,8,"Blanket Beverly","Family",4,12,33.90,"2006-02-14 15:16:03",6.15
1,199,6,"Cupboard Sinners","Documentary",4,12,58.89,"2005-08-18 11:28:55",5.63
2,813,15,"Smoochy Control","Sports",4,12,14.88,"2006-02-14 15:16:03",5.05
2,720,13,"Redemption Comforts","New",4,12,67.88,"2005-08-21 18:10:43",5.07
1,206,6,"Dancing Fever","Documentary",4,12,25.89,"2005-08-22 11:11:51",6.73
2,897,7,"Torque Bound","Drama",4,12,88.88,"2006-02-14 15:16:03",5.61
1,531,9,"Lose Inch","Foreign",4,12,37.88,"2005-08-22 09:25:24",4.64
1,864,3,"Sundance Invasion","Children",4,12,20.89,"2006-02-14 15:16:03",5.08
1,638,5,"Operation Operation","Comedy",4,12,33.89,"2006-02-14 15:16:03",3.84
1,586,1,"Mockingbird Hollywood","Action",4,12,26.88,"2006-02-14 15:16:03",4.50
2,311,9,"Fiction Christmas","Foreign",4,12,38.88,"2005-08-23 13:18:16",5.96
2,586,1,"Mockingbird Hollywood","Action",4,12,26.90,"2005-08-22 06:38:10",5.28
1,778,8,"Secrets Paradise","Family",4,12,80.89,"2005-08-22 21:01:48",4.89
2,113,15,"California Birds","Sports",4,12,73.89,"2005-08-23 12:46:38",5.45
1,408,10,"Head Stranger","Games",4,12,83.88,"2005-08-23 04:51:52",5.07
2,585,7,"Mob Duffel","Drama",4,12,27.90,"2005-08-23 22:50:12",5.47
2,460,9,"Innocent Usual","Foreign",4,12,92.88,"2005-08-21 10:54:57",5.38
1,207,9,"Dangerous Uptown","Foreign",4,12,66.88,"2005-08-23 10:32:52",6.15
2,243,2,"Doors President","Animation",4,12,72.88,"2006-02-14 15:16:03",4.17
2,619,15,"Neighbors Charade","Sports",4,12,43.88,"2005-08-21 13:31:07",5.44
2,519,15,"Liberty Magnificent","Sports",4,12,67.89,"2005-08-23 06:03:31",6.12
2,821,9,"Sorority Queen","Foreign",4,12,19.88,"2005-08-21 15:24:24",4.12
2,21,1,"American Circus","Action",4,12,92.88,"2006-02-14 15:16:03",5.74
1,785,16,"Shawshank Bubble","Travel",4,12,67.88,"2006-02-14 15:16:03",5.48
1,697,1,"Primary Glass","Action",4,12,15.88,"2005-08-21 08:58:38",3.47
1,376,9,"Grapes Fury","Foreign",4,12,36.87,"2006-02-14 15:16:03",4.97
2,86,12,"Boogie Amelie","Music",4,12,55.89,"2005-08-22 08:52:38",4.85
2,677,13,"Pianist Outfield","New",4,12,27.87,"2006-02-14 15:16:03",5.12
2,3,6,"Adaptation Holes","Documentary",4,12,34.89,"2005-08-23 13:54:39",3.47
2,222,11,"Desert Poseidon","Horror",4,12,79.88,"2005-08-23 11:52:18",5.30
1,444,5,"Hustler Party","Comedy",4,12,99.88,"2005-08-23 09:42:21",6.14
2,468,3,"Invasion Cyclone","Children",4,12,46.88,"2005-08-22 03:23:20",4.70
1,611,4,"Musketeers Wait","Classics",4,11,52.91,"2005-08-21 02:23:25",5.61
1,97,1,"Bride Intrigue","Action",4,11,13.89,"2005-08-23 20:29:10",5.23
2,429,15,"Honey Ties","Sports",4,11,27.90,"2005-08-21 14:32:45",4.29
2,500,9,"Kiss Glory","Foreign",4,11,63.89,"2005-08-22 06:39:24",4.74
1,266,4,"Dynamite Tarzan","Classics",4,11,30.89,"2005-08-22 15:51:12",5.12
2,918,3,"Twisted Pirates","Children",4,11,66.89,"2005-08-23 12:33:41",4.10
2,269,8,"Earring Instinct","Family",4,11,38.89,"2005-08-23 13:56:40",5.45
1,790,7,"Shootist Superfly","Drama",4,11,18.89,"2005-08-23 05:01:13",5.04
1,392,3,"Hall Cassidy","Children",4,11,69.89,"2005-08-23 19:51:30",5.38
2,170,9,"Command Darling","Foreign",4,11,74.89,"2005-08-22 02:57:04",6.26
2,458,8,"Indian Love","Family",4,11,31.90,"2005-08-23 16:50:43",5.78
1,317,5,"Fireball Philadelphia","Comedy",4,11,30.90,"2005-08-22 19:41:37",5.89
1,886,2,"Theory Mermaid","Animation",4,11,30.88,"2006-02-14 15:16:03",5.70
2,683,7,"Pity Bound","Drama",4,11,59.90,"2005-08-23 21:25:03",4.05
1,280,3,"Empire Malkovich","Children",4,11,15.89,"2005-08-20 19:03:25",6.31
1,820,2,"Sons Interview","Animation",4,11,51.89,"2006-02-14 15:16:03",4.71
2,823,1,"South Wait","Action",4,11,60.89,"2006-02-14 15:16:03",6.34
2,358,4,"Gilmore Boiled","Classics",4,11,19.89,"2005-08-22 17:18:32",4.18
1,888,6,"Thin Sagebrush","Documentary",4,11,73.89,"2005-08-21 19:19:21",5.51
2,827,7,"Spice Sorority","Drama",4,11,65.89,"2005-08-23 03:01:56",5.12
2,412,6,"Heavyweights Beast","Documentary",4,11,63.89,"2005-08-23 03:54:39",5.02
1,843,4,"Steel Santa","Classics",4,11,68.89,"2005-08-23 17:16:28",4.70
1,193,2,"Crossroads Casualties","Animation",4,11,37.90,"2005-08-22 09:36:00",4.04
1,342,16,"Fugitive Maguire","Travel",4,11,56.89,"2005-08-23 13:33:46",4.03
2,352,10,"Gathering Calendar","Games",4,11,19.90,"2005-08-22 01:09:04",4.27
1,542,1,"Lust Lock","Action",4,11,52.88,"2006-02-14 15:16:03",3.64
2,846,13,"Sting Personal","New",4,11,85.89,"2005-08-21 23:28:58",5.34
1,525,4,"Loathing Legally","Classics",4,11,23.89,"2005-08-22 02:16:55",4.99
2,346,4,"Galaxy Sweethearts","Classics",4,11,64.90,"2005-08-22 04:10:10",4.12
1,856,11,"Streetcar Intentions","Horror",4,11,54.90,"2005-08-23 02:08:18",3.39
2,857,5,"Strictly Scarface","Comedy",4,11,56.89,"2005-08-23 20:23:08",4.68
2,302,10,"Fantasia Park","Games",4,11,45.89,"2005-08-23 19:09:39",5.26
2,350,14,"Garden Island","Sci-Fi",4,11,60.91,"2005-08-23 10:23:28",3.98
2,524,5,"Lion Uncut","Comedy",4,11,23.89,"2005-08-18 03:14:14",5.96
1,10,15,"Aladdin Calendar","Sports",4,11,62.89,"2005-08-21 20:49:21",4.87
1,37,4,"Arizona Bang","Classics",4,11,56.89,"2005-08-23 05:08:58",4.47
1,880,2,"Telemark Heartbreakers","Animation",4,11,35.89,"2005-08-19 18:54:26",4.60
2,231,8,"Dinosaur Secretary","Family",4,11,32.90,"2005-08-22 16:06:49",4.12
2,729,15,"Rider Caddyshack","Sports",4,11,48.89,"2005-08-22 17:00:31",5.75
1,500,9,"Kiss Glory","Foreign",4,11,62.90,"2005-08-20 09:29:35",5.40
1,218,7,"Deceiver Betrayed","Drama",4,11,10.90,"2005-08-22 17:53:06",3.62
1,755,3,"Sabrina Midnight","Children",4,11,66.89,"2005-08-21 12:36:11",4.54
2,1,6,"Academy Dinosaur","Documentary",4,11,14.90,"2005-08-22 00:44:08",4.99
1,57,16,"Basic Easy","Travel",4,11,43.89,"2005-08-23 17:43:16",3.93
2,199,6,"Cupboard Sinners","Documentary",4,11,44.89,"2005-08-22 09:37:54",4.58
2,556,10,"Maltese Hope","Games",4,11,60.89,"2005-08-23 16:43:54",4.08
2,250,1,"Dragon Squad","Action",4,11,27.89,"2005-08-23 18:28:09",4.92
2,512,4,"League Hellfighters","Classics",4,11,67.89,"2005-08-21 23:17:26",5.26
1,710,8,"Rage Games","Family",4,11,68.89,"2005-08-23 21:02:43",4.28
1,77,13,"Birds Perdition","New",4,10,60.90,"2005-08-23 10:36:00",4.79
1,665,11,"Patton Interview","Horror",4,10,41.90,"2005-08-23 08:52:50",4.43
2,189,10,"Creatures Shakespeare","Games",4,10,30.90,"2005-08-21 23:18:08",5.15
1,467,9,"Intrigue Worst","Foreign",4,10,17.90,"2006-02-14 15:16:03",4.56
2,737,11,"Rock Instinct","Horror",4,10,30.90,"2005-08-23 07:54:54",5.09
2,672,5,"Perfect Groove","Comedy",4,10,32.90,"2005-08-22 14:08:06",6.04
2,444,5,"Hustler Party","Comedy",4,10,90.90,"2005-08-22 11:17:06",6.94
2,193,2,"Crossroads Casualties","Animation",4,10,36.90,"2005-08-23 12:47:05",4.58
2,590,13,"Money Harold","New",4,10,54.90,"2005-08-20 06:08:42",4.83
1,409,3,"Heartbreakers Bright","Children",4,10,62.90,"2005-08-23 18:54:32",4.10
1,464,2,"Intentions Empire","Animation",4,10,47.90,"2006-02-14 15:16:03",5.10
1,276,5,"Element Freddy","Comedy",4,10,56.90,"2005-08-23 13:06:19",5.38
2,606,15,"Mummy Creatures","Sports",4,10,31.90,"2006-02-14 15:16:03",5.31
1,846,13,"Sting Personal","New",4,10,63.91,"2005-08-23 22:21:03",5.03
1,439,7,"Hunchback Impossible","Drama",4,10,72.90,"2005-08-23 22:43:07",5.89
1,91,4,"Bound Cheaper","Classics",4,10,23.90,"2005-08-22 00:39:31",5.85
2,13,11,"Ali Forever","Horror",4,9,54.91,"2006-02-14 15:16:03",4.63
1,484,4,"Jerk Paycheck","Classics",4,9,49.91,"2005-08-20 22:51:25",5.56
1,69,14,"Beverly Outlaw","Sci-Fi",4,9,58.91,"2005-08-23 07:03:19",6.33
2,357,4,"Gilbert Pelican","Classics",4,9,17.91,"2005-08-23 20:28:44",6.66
1,572,14,"Metropolis Coma","Sci-Fi",4,9,51.91,"2005-08-22 13:19:25",6.49
2,824,8,"Spartacus Cheaper","Family",4,9,60.91,"2005-08-21 08:40:21",5.40
1,350,14,"Garden Island","Sci-Fi",4,9,73.91,"2005-08-23 08:52:03",6.36
1,870,11,"Swarm Gold","Horror",4,9,20.91,"2005-08-23 01:05:00",4.41
1,913,13,"Troopers Metal","New",4,9,36.91,"2005-08-22 08:06:00",5.91
1,648,16,"Outlaw Hanky","Travel",4,9,46.91,"2006-02-14 15:16:03",4.33
1,231,8,"Dinosaur Secretary","Family",4,9,34.91,"2005-08-23 20:07:10",7.45
2,214,3,"Daughter Madigan","Children",4,9,69.91,"2005-08-23 00:46:52",5.68
2,939,5,"Vertigo Northwest","Comedy",4,8,37.92,"2005-08-23 15:38:34",4.86
2,872,16,"Sweet Brotherhood","Travel",3,15,58.89,"2005-08-23 19:35:42",4.93
1,395,1,"Handicap Boondock","Action",3,15,24.88,"2005-08-20 18:00:37",4.74
1,28,5,"Anthem Luke","Comedy",3,15,63.89,"2005-08-22 22:37:34",4.66
1,775,7,"Seattle Expecations","Drama",3,15,71.89,"2005-08-21 08:22:56",5.37
2,958,7,"Wardrobe Phantom","Drama",3,15,41.88,"2005-08-23 15:29:41",5.41
1,442,8,"Hunting Musketeers","Family",3,15,40.88,"2005-08-23 16:18:25",5.05
2,869,1,"Suspects Quills","Action",3,15,50.88,"2005-08-23 11:08:46",4.59
2,792,9,"Shrek License","Foreign",3,15,37.88,"2006-02-14 15:16:03",3.53
1,961,9,"Wash Heavenly","Foreign",3,15,63.88,"2005-08-20 04:45:32",4.37
2,770,9,"Scissorhands Slums","Foreign",3,15,42.88,"2005-08-22 05:59:59",3.48
2,426,12,"Home Pity","Music",3,14,66.88,"2005-08-21 09:39:50",6.23
2,493,9,"Kane Exorcist","Foreign",3,14,13.88,"2005-08-21 02:04:33",3.99
1,445,4,"Hyde Doctor","Classics",3,14,51.87,"2006-02-14 15:16:03",4.23
1,968,1,"Werewolf Lola","Action",3,14,68.88,"2005-08-23 20:00:30",4.98
1,920,13,"Unbreakable Karate","New",3,14,41.88,"2005-08-22 18:48:48",5.05
1,898,15,"Tourist Pelican","Sports",3,14,77.88,"2005-08-19 07:08:05",4.66
1,78,2,"Blackout Private","Animation",3,14,43.88,"2005-08-22 04:51:42",5.37
1,891,4,"Timberland Sky","Classics",3,14,37.90,"2005-08-21 04:43:59",5.67
2,129,6,"Cause Date","Documentary",3,14,65.88,"2005-08-22 10:55:42",5.16
1,142,6,"Chicken Hellfighters","Documentary",3,14,41.88,"2005-08-23 22:06:34",5.15
2,164,6,"Coast Rainbow","Documentary",3,14,24.88,"2005-08-21 17:07:08",4.48
2,805,2,"Sleepless Monsoon","Animation",3,14,70.89,"2005-08-23 04:52:16",5.06
2,979,7,"Witches Panic","Drama",3,14,66.89,"2005-08-23 09:16:39",6.09
2,756,5,"Saddle Antitrust","Comedy",3,14,32.89,"2005-08-23 19:46:39",5.00
2,698,6,"Princess Giant","Documentary",3,14,56.88,"2005-08-21 23:52:32",4.52
1,271,1,"Easy Gladiator","Action",3,14,80.88,"2005-08-17 17:21:35",6.47
1,277,11,"Elephant Trojan","Horror",3,14,64.90,"2005-08-22 16:15:33",4.62
1,645,16,"Others Soup","Travel",3,14,40.88,"2005-08-23 13:05:10",4.27
1,374,14,"Graffiti Love","Sci-Fi",3,14,30.88,"2005-08-23 15:03:58",4.01
1,631,15,"Novocaine Flight","Sports",3,13,35.88,"2005-08-20 08:39:34",5.87
2,145,8,"Chisum Behavior","Family",3,13,50.90,"2005-08-20 08:57:28",4.70
2,578,4,"Million Ace","Classics",3,13,64.89,"2005-08-23 02:05:51",4.33
1,540,12,"Lucky Flying","Music",3,13,32.90,"2005-08-23 07:10:14",5.02
2,665,11,"Patton Interview","Horror",3,13,52.89,"2005-08-23 03:45:40",5.33
2,563,10,"Massacre Usual","Games",3,13,57.90,"2005-08-21 20:32:37",5.98
2,604,5,"Mulan Moon","Comedy",3,13,30.89,"2006-02-14 15:16:03",5.24
1,290,9,"Everyone Craft","Foreign",3,13,22.89,"2005-08-23 22:24:39",3.58
2,134,2,"Champion Flatliners","Animation",3,13,62.90,"2005-08-23 16:44:25",4.96
1,728,7,"Reunion Witches","Drama",3,13,24.89,"2005-08-23 07:43:00",3.41
1,577,15,"Mile Mulan","Sports",3,13,33.89,"2005-08-21 13:22:48",5.70
1,735,3,"Robbers Joon","Children",3,13,36.89,"2005-08-22 04:09:18",5.34
1,18,2,"Alter Victory","Animation",3,13,17.89,"2005-08-23 03:44:51",5.00
1,617,8,"Natural Stock","Family",3,13,31.88,"2005-08-23 11:02:00",4.72
1,202,5,"Daddy Pittsburgh","Comedy",3,13,63.89,"2005-08-22 01:17:16",5.11
2,639,8,"Opposite Necklace","Family",3,13,56.89,"2006-02-14 15:16:03",4.59
1,98,7,"Bright Encounters","Drama",3,13,87.88,"2005-08-22 05:16:16",5.30
1,96,13,"Breaking Home","New",3,13,41.90,"2005-08-19 10:15:19",4.23
2,191,3,"Crooked Frogmen","Children",3,13,23.88,"2006-02-14 15:16:03",5.83
1,646,10,"Outbreak Divine","Games",3,13,20.89,"2005-08-23 10:22:21",4.78
1,284,12,"Enemy Odds","Music",3,13,70.89,"2005-08-20 13:20:09",4.94
1,83,8,"Blues Instinct","Family",3,13,48.88,"2005-08-21 12:06:32",4.56
2,387,10,"Gun Bonnie","Games",3,13,12.89,"2005-08-22 03:32:05",5.06
1,336,6,"French Holiday","Documentary",3,13,69.88,"2005-08-22 09:54:54",4.81
2,906,5,"Tramp Others","Comedy",3,13,27.89,"2005-08-22 11:05:34",5.41
1,994,13,"Wyoming Storm","New",3,13,61.89,"2005-08-23 18:31:40",4.56
1,415,11,"High Encino","Horror",3,13,62.88,"2005-08-22 16:55:26",4.82
2,647,12,"Outfield Massacre","Music",3,13,32.89,"2005-08-22 06:20:07",4.94
2,554,4,"Malkovich Pet","Classics",3,13,34.89,"2005-08-20 12:16:38",3.89
2,263,15,"Durham Panky","Sports",3,13,64.88,"2005-08-22 01:12:44",4.82
1,54,12,"Banger Pinocchio","Music",3,13,26.88,"2005-08-21 23:55:50",4.77
2,254,15,"Driver Annie","Sports",3,13,43.89,"2005-08-21 05:29:55",4.11
2,307,16,"Fellowship Autumn","Travel",3,13,71.88,"2005-08-21 12:51:49",6.36
2,551,13,"Maiden Home","New",3,13,69.89,"2005-08-23 06:00:28",3.91
2,177,14,"Connecticut Tramp","Sci-Fi",3,13,75.89,"2005-08-22 06:23:54",5.73
2,790,7,"Shootist Superfly","Drama",3,13,17.88,"2005-08-21 18:17:59",4.93
1,807,10,"Sleuth Orient","Games",3,13,30.88,"2005-08-20 12:55:43",4.79
1,818,7,"Something Duck","Drama",3,13,84.88,"2005-08-19 20:09:59",5.54
1,307,16,"Fellowship Autumn","Travel",3,13,65.88,"2005-08-22 13:39:20",4.69
2,395,1,"Handicap Boondock","Action",3,13,25.88,"2005-08-22 18:04:22",4.48
1,625,14,"None Spiking","Sci-Fi",3,13,41.89,"2005-08-23 09:48:45",5.43
1,397,14,"Hanky October","Sci-Fi",3,13,48.89,"2005-08-22 23:54:04",5.80
1,501,1,"Kissing Dolls","Action",3,13,68.90,"2005-08-23 12:43:42",4.89
2,487,4,"Jingle Sagebrush","Classics",3,13,59.89,"2005-08-23 00:37:21",4.16
1,354,3,"Ghost Groundhog","Children",3,13,62.89,"2006-02-14 15:16:03",5.98
2,861,10,"Suit Walls","Games",3,12,69.90,"2006-02-14 15:16:03",4.82
2,863,14,"Sun Confessions","Sci-Fi",3,12,17.90,"2005-08-22 10:07:52",4.20
2,10,15,"Aladdin Calendar","Sports",3,12,68.88,"2005-08-21 11:06:33",4.73
2,879,12,"Telegraph Voyage","Music",3,12,93.89,"2005-08-23 08:27:57",6.15
2,93,13,"Brannigan Sunrise","New",3,12,56.91,"2005-08-23 16:24:24",4.52
1,890,15,"Tights Dawn","Sports",3,12,17.90,"2005-08-19 08:46:45",4.18
2,89,2,"Borrowers Bedazzled","Animation",3,12,12.89,"2005-08-23 17:42:42",5.83
2,79,7,"Blade Polish","Drama",3,12,12.90,"2006-02-14 15:16:03",3.45
1,413,5,"Hedwig Alter","Comedy",3,12,31.90,"2005-08-23 08:42:40",4.17
1,59,3,"Bear Graceland","Children",3,12,57.89,"2005-08-23 11:56:22",5.64
